Headline,Summary,Link,Ticker,RetrievalScore,Sentiment
"Top 3 trade adjustments, explained by Shubham Agarwal",Trade Adjustments means modifications done to the original position to accommodate the move that happened after the trade was taken.,https://www.moneycontrol.com/news/trends/expert-columns/top-3-trade-adjustments-explained-by-shubham-agarwal-13019188.html,MCX.NS,0.471,neutral
"Top 3 trade adjustments, explained by Shubham Agarwal",Trade Adjustments means modifications done to the original position to accommodate the move that happened after the trade was taken.,https://www.moneycontrol.com/news/trends/expert-columns/top-3-trade-adjustments-explained-by-shubham-agarwal-13019188.html,BBTC.NS,0.467,neutral
RBI asks banks to remain alert to cyber threats as Pakistan conflict snowballs,PSU banks have already started a daily review of branches for cash availability and safety of employees,https://www.moneycontrol.com/news/business/banks/rbi-asks-banks-to-remain-alert-to-cyber-threats-as-pakistan-conflict-snowballs-13019679.html,SOUTHBANK.NS,0.611,neutral
RBI asks banks to remain alert to cyber threats as Pakistan conflict snowballs,PSU banks have already started a daily review of branches for cash availability and safety of employees,https://www.moneycontrol.com/news/business/banks/rbi-asks-banks-to-remain-alert-to-cyber-threats-as-pakistan-conflict-snowballs-13019679.html,PNB.NS,0.607,neutral
RBI asks banks to remain alert to cyber threats as Pakistan conflict snowballs,PSU banks have already started a daily review of branches for cash availability and safety of employees,https://www.moneycontrol.com/news/business/banks/rbi-asks-banks-to-remain-alert-to-cyber-threats-as-pakistan-conflict-snowballs-13019679.html,UNIONBANK.NS,0.599,neutral
RBI asks banks to remain alert to cyber threats as Pakistan conflict snowballs,PSU banks have already started a daily review of branches for cash availability and safety of employees,https://www.moneycontrol.com/news/business/banks/rbi-asks-banks-to-remain-alert-to-cyber-threats-as-pakistan-conflict-snowballs-13019679.html,PSB.NS,0.595,neutral
RBI asks banks to remain alert to cyber threats as Pakistan conflict snowballs,PSU banks have already started a daily review of branches for cash availability and safety of employees,https://www.moneycontrol.com/news/business/banks/rbi-asks-banks-to-remain-alert-to-cyber-threats-as-pakistan-conflict-snowballs-13019679.html,SBIN.NS,0.589,neutral
Moneycontrol Pro Weekender | The Right Time to Strike Hard: Why India must raise the stakes with Pakistan,What is required is a decisive show of strength — -a big stick to drive home the message that India will no longer tolerate cross-border terrorism,https://www.moneycontrol.com/news/business/moneycontrol-pro-weekender-the-right-time-to-strike-hard-why-india-must-raise-the-stakes-with-pakistan-13019297.html,GODFRYPHLP.NS,0.512,neutral
Moneycontrol Pro Weekender | The Right Time to Strike Hard: Why India must raise the stakes with Pakistan,What is required is a decisive show of strength — -a big stick to drive home the message that India will no longer tolerate cross-border terrorism,https://www.moneycontrol.com/news/business/moneycontrol-pro-weekender-the-right-time-to-strike-hard-why-india-must-raise-the-stakes-with-pakistan-13019297.html,BDL.NS,0.511,neutral
Moneycontrol Pro Weekender | The Right Time to Strike Hard: Why India must raise the stakes with Pakistan,What is required is a decisive show of strength — -a big stick to drive home the message that India will no longer tolerate cross-border terrorism,https://www.moneycontrol.com/news/business/moneycontrol-pro-weekender-the-right-time-to-strike-hard-why-india-must-raise-the-stakes-with-pakistan-13019297.html,TATASTEEL.NS,0.505,neutral
Moneycontrol Pro Weekender | The Right Time to Strike Hard: Why India must raise the stakes with Pakistan,What is required is a decisive show of strength — -a big stick to drive home the message that India will no longer tolerate cross-border terrorism,https://www.moneycontrol.com/news/business/moneycontrol-pro-weekender-the-right-time-to-strike-hard-why-india-must-raise-the-stakes-with-pakistan-13019297.html,SAIL.NS,0.499,neutral
Moneycontrol Pro Weekender | The Right Time to Strike Hard: Why India must raise the stakes with Pakistan,What is required is a decisive show of strength — -a big stick to drive home the message that India will no longer tolerate cross-border terrorism,https://www.moneycontrol.com/news/business/moneycontrol-pro-weekender-the-right-time-to-strike-hard-why-india-must-raise-the-stakes-with-pakistan-13019297.html,CASTROLIND.NS,0.497,neutral
IMF hails Pakistan's 'significant progress in stabilising economy' while approving $2.4-billion aid,"Risks to the outlook, however, remain elevated, particularly from global economic policy uncertainty, rising geopolitical tensions, and persistent domestic vulnerabilities, the IMF said",https://www.moneycontrol.com/news/business/imf-hails-pakistan-s-significant-progress-in-stabilising-economy-while-approving-additional-2-4-billion-aid-13019630.html,CGCL.NS,0.542,positive
IMF hails Pakistan's 'significant progress in stabilising economy' while approving $2.4-billion aid,"Risks to the outlook, however, remain elevated, particularly from global economic policy uncertainty, rising geopolitical tensions, and persistent domestic vulnerabilities, the IMF said",https://www.moneycontrol.com/news/business/imf-hails-pakistan-s-significant-progress-in-stabilising-economy-while-approving-additional-2-4-billion-aid-13019630.html,IFCI.NS,0.536,positive
IMF hails Pakistan's 'significant progress in stabilising economy' while approving $2.4-billion aid,"Risks to the outlook, however, remain elevated, particularly from global economic policy uncertainty, rising geopolitical tensions, and persistent domestic vulnerabilities, the IMF said",https://www.moneycontrol.com/news/business/imf-hails-pakistan-s-significant-progress-in-stabilising-economy-while-approving-additional-2-4-billion-aid-13019630.html,GOODLUCK.NS,0.525,positive
IMF hails Pakistan's 'significant progress in stabilising economy' while approving $2.4-billion aid,"Risks to the outlook, however, remain elevated, particularly from global economic policy uncertainty, rising geopolitical tensions, and persistent domestic vulnerabilities, the IMF said",https://www.moneycontrol.com/news/business/imf-hails-pakistan-s-significant-progress-in-stabilising-economy-while-approving-additional-2-4-billion-aid-13019630.html,INDUSINDBK.NS,0.518,positive
IMF hails Pakistan's 'significant progress in stabilising economy' while approving $2.4-billion aid,"Risks to the outlook, however, remain elevated, particularly from global economic policy uncertainty, rising geopolitical tensions, and persistent domestic vulnerabilities, the IMF said",https://www.moneycontrol.com/news/business/imf-hails-pakistan-s-significant-progress-in-stabilising-economy-while-approving-additional-2-4-billion-aid-13019630.html,HDFCBANK.NS,0.517,positive
Wall Street closes near flat with focus on US-China talks,"The Dow Jones Industrial Average fell 119.07 points, or 0.29%, to 41,249.38, the S&P 500 lost 4.03 points, or 0.07%, to 5,659.91 and the Nasdaq Composite gained 0.78 points, or flat, to 17,928.92.",https://www.moneycontrol.com/news/business/markets/wall-street-closes-near-flat-with-focus-on-us-china-talks-13019636.html,NAM-INDIA.NS,0.5,negative
Wall Street closes near flat with focus on US-China talks,"The Dow Jones Industrial Average fell 119.07 points, or 0.29%, to 41,249.38, the S&P 500 lost 4.03 points, or 0.07%, to 5,659.91 and the Nasdaq Composite gained 0.78 points, or flat, to 17,928.92.",https://www.moneycontrol.com/news/business/markets/wall-street-closes-near-flat-with-focus-on-us-china-talks-13019636.html,ABSLAMC.NS,0.481,negative
Wall Street closes near flat with focus on US-China talks,"The Dow Jones Industrial Average fell 119.07 points, or 0.29%, to 41,249.38, the S&P 500 lost 4.03 points, or 0.07%, to 5,659.91 and the Nasdaq Composite gained 0.78 points, or flat, to 17,928.92.",https://www.moneycontrol.com/news/business/markets/wall-street-closes-near-flat-with-focus-on-us-china-talks-13019636.html,IEX.NS,0.475,negative
Wall Street closes near flat with focus on US-China talks,"The Dow Jones Industrial Average fell 119.07 points, or 0.29%, to 41,249.38, the S&P 500 lost 4.03 points, or 0.07%, to 5,659.91 and the Nasdaq Composite gained 0.78 points, or flat, to 17,928.92.",https://www.moneycontrol.com/news/business/markets/wall-street-closes-near-flat-with-focus-on-us-china-talks-13019636.html,JUSTDIAL.NS,0.466,negative
Wall Street closes near flat with focus on US-China talks,"The Dow Jones Industrial Average fell 119.07 points, or 0.29%, to 41,249.38, the S&P 500 lost 4.03 points, or 0.07%, to 5,659.91 and the Nasdaq Composite gained 0.78 points, or flat, to 17,928.92.",https://www.moneycontrol.com/news/business/markets/wall-street-closes-near-flat-with-focus-on-us-china-talks-13019636.html,HDFCAMC.NS,0.462,negative
"Chartist Talks: ICICI Securities' Dharmesh Shah advises not to panic amid Indo-Pak tension-led correction, steam still left in defence pack","Looking at the broader bullish structure, Dharmesh Shah of ICICI Securities believes there is still steam left in the defence pack",https://www.moneycontrol.com/news/business/markets/chartist-talks-icici-securities-dharmesh-shah-advises-not-to-panic-amid-indo-pak-tension-led-correction-steam-still-left-in-defence-pack-13019558.html,ICICIBANK.NS,0.587,neutral
"Chartist Talks: ICICI Securities' Dharmesh Shah advises not to panic amid Indo-Pak tension-led correction, steam still left in defence pack","Looking at the broader bullish structure, Dharmesh Shah of ICICI Securities believes there is still steam left in the defence pack",https://www.moneycontrol.com/news/business/markets/chartist-talks-icici-securities-dharmesh-shah-advises-not-to-panic-amid-indo-pak-tension-led-correction-steam-still-left-in-defence-pack-13019558.html,ICICIPRULI.NS,0.585,neutral
"Chartist Talks: ICICI Securities' Dharmesh Shah advises not to panic amid Indo-Pak tension-led correction, steam still left in defence pack","Looking at the broader bullish structure, Dharmesh Shah of ICICI Securities believes there is still steam left in the defence pack",https://www.moneycontrol.com/news/business/markets/chartist-talks-icici-securities-dharmesh-shah-advises-not-to-panic-amid-indo-pak-tension-led-correction-steam-still-left-in-defence-pack-13019558.html,HDFCLIFE.NS,0.581,neutral
"Chartist Talks: ICICI Securities' Dharmesh Shah advises not to panic amid Indo-Pak tension-led correction, steam still left in defence pack","Looking at the broader bullish structure, Dharmesh Shah of ICICI Securities believes there is still steam left in the defence pack",https://www.moneycontrol.com/news/business/markets/chartist-talks-icici-securities-dharmesh-shah-advises-not-to-panic-amid-indo-pak-tension-led-correction-steam-still-left-in-defence-pack-13019558.html,MCX.NS,0.575,neutral
"Chartist Talks: ICICI Securities' Dharmesh Shah advises not to panic amid Indo-Pak tension-led correction, steam still left in defence pack","Looking at the broader bullish structure, Dharmesh Shah of ICICI Securities believes there is still steam left in the defence pack",https://www.moneycontrol.com/news/business/markets/chartist-talks-icici-securities-dharmesh-shah-advises-not-to-panic-amid-indo-pak-tension-led-correction-steam-still-left-in-defence-pack-13019558.html,IFCI.NS,0.567,neutral
Daily Voice: Naveen Kulkarni of Axis Securities believes impact of India-Pakistan tensions on market will be short-lived,"A market rally from here will depend on earnings growth and the evolving macroeconomic scenario, which is getting better, said Naveen Kulkarni of Axis Securities.",https://www.moneycontrol.com/news/business/markets/daily-voice-naveen-kulkarni-of-axis-securities-believes-impact-of-india-pakistan-tensions-on-market-will-be-short-lived-13019543.html,AXISBANK.NS,0.592,negative
Daily Voice: Naveen Kulkarni of Axis Securities believes impact of India-Pakistan tensions on market will be short-lived,"A market rally from here will depend on earnings growth and the evolving macroeconomic scenario, which is getting better, said Naveen Kulkarni of Axis Securities.",https://www.moneycontrol.com/news/business/markets/daily-voice-naveen-kulkarni-of-axis-securities-believes-impact-of-india-pakistan-tensions-on-market-will-be-short-lived-13019543.html,IEX.NS,0.585,negative
Daily Voice: Naveen Kulkarni of Axis Securities believes impact of India-Pakistan tensions on market will be short-lived,"A market rally from here will depend on earnings growth and the evolving macroeconomic scenario, which is getting better, said Naveen Kulkarni of Axis Securities.",https://www.moneycontrol.com/news/business/markets/daily-voice-naveen-kulkarni-of-axis-securities-believes-impact-of-india-pakistan-tensions-on-market-will-be-short-lived-13019543.html,SHAREINDIA.NS,0.567,negative
